ID,Urne,QR-Code,Categorie,1 - Amenager et equiper les residences sociales,2 - Equiper les associations d alimentation durable,3 - Restaurer la Maison de l Air pour les habitantes et habitants !,4 - Securiser la voirie et apaiser la circulation,5 - Amenager des espaces publics verdoyants pour le 20e,6 - Embellir nos parcs et jardins,7 - Des projets educatifs pour le 20e,8 - Des projets pour la jeunesse du 20e,9 - Renovations energetiques pour les ecoles de la rue Le Vau et la creche collective 8 rue des Lyanes,10 - Embellir le 20e avec des fresques et de la vegetalisation,11 - Poursuivre la restauration de La Fleche d Or : un projet sur les rails !,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
12904,U20-003,2022AR20A,Valide,novote,1,1,novote,1,1,1,novote,novote,1,novote,6,6,0,0,0,5
12919,U20-020,2022AR20B,Valide,1,1,3,3,1,2,2,2,2,1,3,11,4,4,3,0,0
12923,U20-020,2022AR20A,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
12926,U20-020,2022AR20A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,7
12929,U20-020,2022AR20A,Valide,novote,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,7
12939,U20-020,2022AR20A,Valide,4,2,3,2,1,1,2,2,4,1,2,11,3,5,1,2,0
12951,U20-020,2022AR20A,Valide,1,2,2,2,2,2,1,1,2,2,1,11,4,7,0,0,0
12964,U20-020,2022AR20B,Valide,1,1,1,4,3,3,2,2,4,2,1,11,4,3,2,2,0
12973,U20-020,2022AR20B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
12986,U20-020,2022AR20A,Valide,3,3,2,1,1,1,2,2,1,3,2,11,4,4,3,0,0
12989,U20-020,2022AR20B,Valide,2,1,1,2,1,1,2,2,1,4,1,11,6,4,0,1,0
12996,U20-020,2022AR20B,Valide,1,novote,novote,2,novote,1,novote,novote,novote,novote,1,4,3,1,0,0,7
13004,U20-020,2022AR20A,Valide,1,1,3,1,1,1,2,2,4,4,2,11,5,3,1,2,0
13005,U20-020,2022AR20A,Valide,1,1,novote,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
13019,U20-020,2022AR20A,Valide,1,1,2,2,1,1,1,1,2,3,1,11,7,3,1,0,0
13021,U20-020,2022AR20A,Valide,novote,1,novote,novote,1,1,1,1,novote,novote,novote,5,5,0,0,0,6
13041,U20-020,2022AR20A,Valide,3,3,3,1,2,2,1,1,3,3,3,11,3,2,6,0,0
13051,U20-020,2022AR20A,Valide,2,2,2,1,1,1,1,1,1,1,2,11,7,4,0,0,0
13073,U20-020,2022AR20A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,4,4,0,0,0,7
13075,U20-020,2022AR20B,Valide,1,1,2,2,2,1,1,1,1,novote,novote,9,6,3,0,0,2
13091,U20-020,2022AR20A,Valide,3,2,2,1,1,2,2,2,2,1,2,11,3,7,1,0,0
13095,U20-003,2022AR20A,Valide,3,3,2,3,2,2,2,2,3,1,3,11,1,5,5,0,0
13108,U20-003,2022AR20A,Valide,1,novote,1,1,novote,1,novote,1,novote,novote,novote,5,5,0,0,0,6
13119,U20-020,2022AR20B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
13128,U20-020,2022AR20B,Valide,1,1,1,4,1,1,2,2,2,1,3,11,6,3,1,1,0
13135,U20-020,2022AR20A,Valide,2,2,2,1,1,1,novote,novote,1,1,2,9,5,4,0,0,2
13139,U20-020,2022AR20B,Valide,3,3,4,4,3,2,2,2,2,4,4,11,0,4,3,4,0
13146,U20-020,2022AR20A,Valide,novote,1,novote,1,novote,1,novote,novote,novote,1,1,5,5,0,0,0,6
13152,U20-020,2022AR20B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,10
13161,U20-020,2022AR20B,Valide,3,3,1,1,3,3,3,1,3,1,3,11,4,0,7,0,0
13163,U20-020,2022AR20B,Valide,1,novote,novote,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,7
13164,U20-020,2022AR20A,Valide,novote,novote,1,2,novote,novote,novote,1,novote,3,1,5,3,1,1,0,6
13167,U20-020,2022AR20A,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
13168,U20-020,2022AR20B,Valide,1,novote,1,novote,novote,2,1,novote,novote,novote,novote,4,3,1,0,0,7
13171,U20-020,2022AR20A,Valide,2,2,1,novote,novote,novote,novote,1,novote,novote,novote,4,2,2,0,0,7
13186,U20-020,2022AR20A,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,9
13187,U20-020,2022AR20B,Valide,novote,novote,1,2,novote,novote,novote,novote,novote,1,2,4,2,2,0,0,7
13209,U20-020,2022AR20A,Valide,2,2,1,novote,novote,novote,novote,1,novote,novote,1,5,3,2,0,0,6
13219,U20-020,2022AR20A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
13231,U20-020,2022AR20A,Valide,2,4,4,3,1,1,3,4,2,4,1,11,3,2,2,4,0
13235,U20-020,2022AR20A,Valide,3,3,4,1,3,1,3,3,3,3,2,11,2,1,7,1,0
13242,U20-020,2022AR20B,Valide,novote,novote,1,novote,2,2,novote,novote,2,novote,2,5,1,4,0,0,6
13268,U20-020,2022AR20B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
13273,U20-020,2022AR20A,Nul,1,1,4,4,1,1,1,1,1,1 4,1,10,8,0,0,2,0
13275,U20-020,2022AR20A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,7
13287,U20-020,2022AR20B,Valide,1,1,novote,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,7
13367,U20-020,2022AR20A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
13379,U20-020,2022AR20B,Valide,1,1,1,3,3,1,2,2,4,4,1,11,5,2,2,2,0
13385,U20-020,2022AR20B,Valide,2,2,1,2,2,1,2,2,2,2,1,11,3,8,0,0,0
13419,U20-003,2022AR20A,Valide,3,3,3,2,3,3,3,3,3,3,3,11,0,1,10,0,0
13421,U20-020,2022AR20A,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,4,4,0,0,0,7
13423,U20-020,2022AR20A,Valide,1,novote,novote,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
13429,U20-020,2022AR20B,Valide,1,1,2,3,novote,novote,novote,novote,1,novote,1,6,4,1,1,0,5
13446,U20-020,2022AR20A,Valide,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
13456,U20-020,2022AR20B,Valide,3,3,3,3,1,novote,novote,novote,1,novote,1,7,3,0,4,0,4
13458,U20-020,2022AR20A,Valide,novote,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
13460,U20-020,2022AR20B,Valide,2,2,2,2,2,1,1,1,1,1,3,11,5,5,1,0,0
13465,U20-020,2022AR20B,Valide,1,1,4,2,1,1,1,1,1,1,1,11,9,1,0,1,0
13473,U20-020,2022AR20B,Valide,2,2,4,2,2,1,2,2,1,1,2,11,3,7,0,1,0
13474,U20-003,2022AR20A,Valide,4,4,3,1,1,1,4,4,1,4,4,11,4,0,1,6,0
13476,U20-020,2022AR20A,Valide,4,4,4,4,2,3,2,3,4,3,1,11,1,2,3,5,0
13484,U20-020,2022AR20A,Valide,novote,1,novote,4,novote,novote,novote,novote,novote,1,1,4,3,0,0,1,7
13488,U20-020,2022AR20A,Valide,2,novote,novote,novote,1,novote,2,2,novote,2,2,6,1,5,0,0,5
13491,U20-020,2022AR20A,Nul,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,1,0,0,0,1,10
13506,U20-020,2022AR20A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
13511,U20-020,2022AR20A,Valide,2,1,2,3,1,1,2,2,3,1,2,11,4,5,2,0,0
13532,U20-020,2022AR20A,Valide,1,novote,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,7
13548,U20-020,2022AR20B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,4,4,0,0,0,7
13599,U20-020,2022AR20B,Valide,novote,novote,1,novote,2,novote,novote,2,novote,novote,2,4,1,3,0,0,7
13603,U20-020,2022AR20B,Valide,3,2,3,1,1,1,1,1,3,2,4,11,5,2,3,1,0
13607,U20-020,2022AR20A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
13613,U20-020,2022AR20A,Valide,novote,novote,1,novote,novote,2,novote,2,novote,novote,2,4,1,3,0,0,7
13622,U20-020,2022AR20A,Valide,novote,1,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,7
13636,U20-020,2022AR20A,Nul,novote,novote,novote,novote,1,1 2,novote,1,novote,novote,novote,2,2,0,0,0,8
13641,U20-020,2022AR20B,Valide,2,novote,novote,2,2,1,3,2,novote,2,novote,7,1,5,1,0,4
13654,U20-020,2022AR20A,Valide,1,1,2,4,1,2,1,novote,novote,3,1,9,5,2,1,1,2
13679,U20-020,2022AR20B,Valide,2,2,2,2,novote,2,2,2,2,1,1,10,2,8,0,0,1
13680,U20-020,2022AR20A,Valide,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,4,4,0,0,0,7
13686,U20-020,2022AR20A,Valide,1,1,novote,1,novote,novote,1,novote,novote,novote,1,5,5,0,0,0,6
13688,U20-020,2022AR20B,Valide,novote,1,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,7
13700,U20-020,2022AR20A,Valide,novote,1,novote,novote,1,novote,novote,1,1,1,novote,5,5,0,0,0,6
13704,U20-020,2022AR20A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,7
13706,U20-020,2022AR20A,Valide,3,3,3,1,1,1,2,3,3,1,3,11,4,1,6,0,0
13709,U20-020,2022AR20A,Valide,novote,1,novote,1,1,novote,1,novote,novote,1,novote,5,5,0,0,0,6
13746,U20-020,2022AR20A,Valide,2,2,novote,1,1,1,2,2,3,2,1,10,4,5,1,0,1
13748,U20-020,2022AR20A,Valide,3,1,3,3,1,1,1,2,3,2,1,11,5,2,4,0,0
13751,U20-020,2022AR20B,Valide,2,2,2,3,2,3,2,2,3,3,1,11,1,6,4,0,0
13756,U20-020,2022AR20A,Valide,1,2,3,2,1,1,2,2,2,1,2,11,4,6,1,0,0
13773,U20-020,2022AR20B,Valide,3,3,3,1,3,3,2,3,3,3,2,11,1,2,8,0,0
13784,U20-020,2022AR20A,Valide,2,2,3,3,1,2,1,2,2,1,2,11,3,6,2,0,0
13788,U20-020,2022AR20B,Valide,2,2,2,1,3,3,2,2,2,1,2,11,2,7,2,0,0
13789,U20-020,2022AR20B,Valide,1,1,3,3,3,3,2,1,3,3,1,11,4,1,6,0,0
13791,U20-020,2022AR20A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,4,1,4,3,0,0,1,7
13804,U20-020,2022AR20A,Valide,2,1,2,3,3,3,2,2,2,2,1,11,2,6,3,0,0
13827,U20-020,2022AR20A,Valide,1,1,2,1,1,2,1,1,2,2,2,11,6,5,0,0,0
13829,U20-020,2022AR20A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
13834,U20-020,2022AR20B,Valide,novote,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,7
13835,U20-020,2022AR20B,Valide,3,3,3,1,1,1,3,3,3,1,1,11,5,0,6,0,0
13849,U20-020,2022AR20A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
13859,U20-020,2022AR20A,Valide,1,2,4,1,2,2,2,2,3,3,3,11,2,5,3,1,0
13868,U20-020,2022AR20B,Valide,novote,novote,1,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,7
13881,U20-020,2022AR20B,Valide,1,1,3,3,2,2,2,2,2,1,1,11,4,5,2,0,0
13886,U20-020,2022AR20A,Valide,1,novote,2,2,2,2,2,2,3,2,1,10,2,7,1,0,1
13889,U20-003,2022AR20A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
13903,U20-020,2022AR20B,Valide,1,2,3,2,2,2,novote,novote,novote,novote,1,7,2,4,1,0,4
13923,U20-020,2022AR20A,Valide,novote,novote,1,1,novote,novote,2,novote,novote,1,novote,4,3,1,0,0,7
13941,U20-020,2022AR20A,Valide,1,1,3,1,1,1,3,3,2,2,2,11,5,3,3,0,0
13945,U20-020,2022AR20B,Valide,novote,1,novote,1,1,1,novote,novote,novote,1,novote,5,5,0,0,0,6
13946,U20-020,2022AR20A,Valide,novote,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,7
13947,U20-020,2022AR20A,Nul,1 2 3,novote,novote,1 2 3,1 2 3,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
13962,U20-020,2022AR20B,Valide,3,3,2,4,3,2,1,1,1,3,4,11,3,2,4,2,0
13967,U20-003,2022AR20A,Valide,1,1,1,2,1,1,1,1,2,2,1,11,8,3,0,0,0
13982,U20-020,2022AR20A,Valide,2,novote,4,1,2,4,2,2,2,3,2,10,1,6,1,2,1
13994,U20-020,2022AR20B,Valide,2,2,2,2,1,1,1,1,1,1,1,11,7,4,0,0,0
13995,U20-020,2022AR20B,Valide,2,2,2,1,2,2,1,2,2,2,3,11,2,8,1,0,0
14001,U20-020,2022AR20B,Valide,2,2,2,1,1,1,1,1,1,2,2,11,6,5,0,0,0
14031,U20-020,2022AR20A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,10
14046,U20-020,2022AR20A,Valide,1,2,2,2,1,2,2,2,novote,2,novote,9,2,7,0,0,2
14065,U20-020,2022AR20A,Valide,1,2,3,1,1,3,3,2,3,3,3,11,3,2,6,0,0
14076,U20-020,2022AR20B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
14077,U20-020,2022AR20B,Valide,1,1,1,1,2,1,1,2,1,novote,1,10,8,2,0,0,1
14098,U20-020,2022AR20B,Valide,1,1,1,1,1,1,3,1,1,2,4,11,8,1,1,1,0
14107,U20-020,2022AR20A,Valide,1,1,novote,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,7
14113,U20-020,2022AR20A,Valide,2,2,1,1,2,3,novote,novote,1,2,2,9,3,5,1,0,2
14115,U20-020,2022AR20B,Valide,novote,1,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,7
14119,U20-020,2022AR20B,Valide,2,1,1,1,2,1,1,1,1,1,novote,10,8,2,0,0,1
14128,U20-020,2022AR20A,Valide,1,1,1,1,1,3,1,3,3,3,3,11,6,0,5,0,0
14132,U20-020,2022AR20B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,2,2,0,0,0,9
14136,U20-020,2022AR20B,Valide,2,1,1,1,2,3,1,1,1,4,2,11,6,3,1,1,0
14143,U20-003,2022AR20A,Valide,novote,novote,2,novote,novote,novote,1,1,novote,novote,1,4,3,1,0,0,7
14145,U20-020,2022AR20B,Valide,1,2,3,1,2,3,novote,2,1,2,1,10,4,4,2,0,1
14149,U20-020,2022AR20B,Valide,1,1,1,1,1,1,2,2,2,2,2,11,6,5,0,0,0
14165,U20-020,2022AR20B,Valide,1,1,2,1,1,1,1,1,1,1,3,11,9,1,1,0,0
14174,U20-020,2022AR20B,Valide,1,2,1,3,2,2,1,1,3,3,1,11,5,3,3,0,0
14188,U20-020,2022AR20A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
14191,U20-003,2022AR20A,Valide,1,1,1,novote,novote,1,novote,novote,novote,novote,1,5,5,0,0,0,6
14193,U20-020,2022AR20A,Valide,2,2,2,2,1,1,1,1,3,1,2,11,5,5,1,0,0
14196,U20-020,2022AR20A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,8
14209,U20-020,2022AR20B,Valide,1,novote,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,7
14213,U20-020,2022AR20A,Nul,novote,novote,1,novote,novote,novote,novote,1,novote,novote,1,3,3,0,0,0,8
14215,U20-020,2022AR20A,Nul,novote,novote,novote,novote,novote,novote,1 2 3,novote,novote,novote,novote,0,0,0,0,0,10
14225,U20-020,2022AR20A,Valide,2,1,1,1,1,2,3,4,4,4,1,11,5,2,1,3,0
14235,U20-020,2022AR20A,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,3,3,0,0,0,8
14243,U20-003,2022AR20A,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
14254,U20-020,2022AR20B,Valide,1,1,novote,1,1,1,1,1,1,1,2,10,9,1,0,0,1
14258,U20-020,2022AR20A,Valide,novote,1,novote,novote,1,novote,1,1,novote,novote,novote,4,4,0,0,0,7
14280,U20-003,2022AR20A,Valide,2,2,4,3,2,3,1,2,3,2,3,11,1,5,4,1,0
14296,U20-020,2022AR20B,Valide,1,2,1,2,2,2,1,1,1,1,1,11,7,4,0,0,0
14300,U20-020,2022AR20B,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,7
14319,U20-003,2022AR20A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
14328,U20-020,2022AR20A,Valide,novote,novote,2,novote,1,novote,novote,novote,novote,1,1,4,3,1,0,0,7
14337,U20-020,2022AR20A,Valide,1,novote,1,1,1,1,novote,novote,novote,novote,1,6,6,0,0,0,5
14352,U20-020,2022AR20A,Valide,1,1,1,1,1,1,1,1,1,1,2,11,10,1,0,0,0
14354,U20-020,2022AR20B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
14357,U20-020,2022AR20B,Valide,1,1,1,2,1,2,2,2,1,2,1,11,6,5,0,0,0
14382,U20-020,2022AR20B,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,7
14399,U20-020,2022AR20B,Valide,2,2,1,2,2,2,1,1,2,novote,1,10,4,6,0,0,1
14424,U20-010,2022AR20B,Valide,4,2,1,novote,1,1,novote,1,1,1,1,9,7,1,0,1,2
14428,U20-005,2022AR20B,Nul,2,novote,novote,novote,novote,2,novote,2,novote,novote,novote,3,0,3,0,0,8
14448,U20-020,2022AR20A,Valide,1,1,novote,2,1,1,1,1,1,2,1,10,8,2,0,0,1
14455,U20-020,2022AR20B,Valide,novote,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,7
14458,U20-020,2022AR20B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,9
14465,U20-003,2022AR20A,Valide,3,2,2,3,1,2,2,2,2,2,3,11,1,7,3,0,0
14498,U20-020,2022AR20A,Valide,1,1,3,2,1,3,1,1,3,1,1,11,7,1,3,0,0
14499,U20-020,2022AR20A,Valide,1,1,1,1,1,1,1,novote,1,4,1,10,9,0,0,1,1
14501,U20-020,2022AR20A,Valide,1,1,novote,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,7
14510,U20-005,2022AR20A,Valide,2,2,novote,novote,novote,novote,2,novote,novote,novote,1,4,1,3,0,0,7
14519,U20-020,2022AR20A,Valide,1,3,2,1,1,1,1,1,1,1,1,11,9,1,1,0,0
14525,U20-010,2022AR20B,Valide,1,novote,novote,novote,novote,novote,1,1,1,novote,1,5,5,0,0,0,6
14530,U20-020,2022AR20A,Nul,novote,novote,novote,1,novote,2,novote,novote,novote,1,novote,3,2,1,0,0,8
14581,U20-020,2022AR20A,Valide,2,2,2,1,1,1,2,2,2,2,2,11,3,8,0,0,0
14651,U20-020,2022AR20A,Valide,1,1,novote,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,7
14658,U20-020,2022AR20A,Valide,2,2,2,2,2,2,4,3,3,3,2,11,0,7,3,1,0
14710,U20-020,2022AR20B,Valide,novote,1,1,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,7
14715,U20-010,2022AR20A,Valide,1,1,2,1,4,2,1,1,1,3,4,11,6,2,1,2,0
14718,U20-020,2022AR20A,Valide,novote,1,1,1,1,1,1,2,2,1,1,10,8,2,0,0,1
14725,U20-020,2022AR20A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
14729,U20-020,2022AR20B,Valide,2,2,2,novote,2,2,2,2,2,2,1,10,1,9,0,0,1
14748,U20-010,2022AR20B,Valide,1,novote,novote,1,2,2,1,1,2,2,2,9,4,5,0,0,2
14751,U20-020,2022AR20A,Valide,3,3,3,3,2,1,1,3,3,1,3,11,3,1,7,0,0
14754,U20-010,2022AR20A,Valide,1,2,1,2,1,1,2,2,3,1,1,11,6,4,1,0,0
14776,U20-020,2022AR20B,Valide,1,1,3,1,1,2,2,2,2,2,3,11,4,5,2,0,0
14805,U20-003,2022AR20A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,10
14835,U20-010,2022AR20B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
14836,U20-020,2022AR20A,Valide,novote,novote,1,1,1,novote,novote,novote,2,2,1,6,4,2,0,0,5
14851,U20-020,2022AR20A,Valide,novote,1,1,4,1,novote,novote,1,novote,1,novote,6,5,0,0,1,5
14854,U20-005,2022AR20B,Valide,2,2,3,novote,2,3,2,2,novote,3,2,9,0,6,3,0,2
14884,U20-020,2022AR20A,Valide,1,2,2,1,3,1,1,1,1,3,3,11,6,2,3,0,0
14886,U20-020,2022AR20A,Nul,3,novote,novote,1 2,1,1,1,novote,novote,novote,novote,4,3,0,1,0,6
14890,U20-020,2022AR20A,Valide,4,3,3,3,2,2,1,1,3,3,novote,10,2,2,5,1,1
14905,U20-005,2022AR20A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
14909,U20-020,2022AR20B,Valide,1,1,3,1,2,1,1,1,1,3,1,11,8,1,2,0,0
14914,U20-010,2022AR20B,Valide,novote,novote,novote,novote,2,2,novote,novote,2,novote,2,4,0,4,0,0,7
14934,U20-020,2022AR20B,Valide,2,2,3,1,2,1,3,3,3,3,2,11,2,4,5,0,0
14957,U20-020,2022AR20A,Valide,novote,novote,1,novote,novote,novote,novote,1,novote,1,3,4,3,0,1,0,7
14960,U20-005,2022AR20B,Valide,2,2,3,2,3,3,3,2,2,2,3,11,0,6,5,0,0
14968,U20-010,2022AR20A,Valide,1,novote,1,4,1,novote,novote,novote,novote,novote,novote,4,3,0,0,1,7
14983,U20-020,2022AR20A,Valide,3,2,novote,3,1,1,3,3,3,1,2,10,3,2,5,0,1
14986,U20-020,2022AR20A,Valide,novote,1,novote,novote,1,novote,2,2,1,novote,2,6,3,3,0,0,5
14996,U20-005,2022AR20B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
15000,U20-010,2022AR20B,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
15026,U20-020,2022AR20A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,4,4,0,0,0,7
15032,U20-020,2022AR20A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,7
15037,U20-005,2022AR20B,Valide,1,2,2,1,1,2,1,1,1,4,4,11,6,3,0,2,0
15038,U20-020,2022AR20A,Valide,1,1,2,1,1,2,2,1,3,2,1,11,6,4,1,0,0
15043,U20-020,2022AR20B,Valide,1,1,1,2,1,2,2,1,1,2,1,11,7,4,0,0,0
15070,U20-020,2022AR20B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,10
15087,U20-020,2022AR20B,Valide,2,1,3,1,1,1,1,1,1,1,3,11,8,1,2,0,0
15099,U20-005,2022AR20A,Valide,novote,2,novote,2,2,novote,novote,3,novote,novote,novote,4,0,3,1,0,7
15102,U20-020,2022AR20B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
15126,U20-020,2022AR20A,Valide,1,novote,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,7
15144,U20-020,2022AR20B,Valide,1,1,1,1,1,1,2,2,1,2,1,11,8,3,0,0,0
15149,U20-005,2022AR20B,Valide,2,2,1,2,1,2,2,2,2,2,2,11,2,9,0,0,0
15172,U20-010,2022AR20A,Valide,1,1,3,4,2,4,2,1,3,1,3,11,4,2,3,2,0
15179,U20-020,2022AR20A,Valide,1,1,2,3,1,1,1,1,3,1,1,11,8,1,2,0,0
15197,U20-005,2022AR20B,Valide,1,1,1,1,1,1,2,1,1,2,2,11,8,3,0,0,0
15223,U20-020,2022AR20A,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,novote,4,4,0,0,0,7
15253,U20-020,2022AR20A,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,novote,4,4,0,0,0,7
15257,U20-010,2022AR20B,Valide,novote,novote,novote,1,novote,novote,1,novote,1,novote,1,4,4,0,0,0,7
15259,U20-010,2022AR20B,Valide,1,novote,1,1,2,novote,1,1,novote,3,1,8,6,1,1,0,3
15260,U20-003,2022AR20A,Valide,2,novote,2,novote,novote,novote,2,2,novote,novote,1,5,1,4,0,0,6
15263,U20-010,2022AR20A,Valide,1,2,1,3,3,2,1,2,4,1,3,11,4,3,3,1,0
15292,U20-003,2022AR20A,Valide,4,4,4,4,4,3,4,4,2,4,4,11,0,1,1,9,0
15294,U20-020,2022AR20B,Nul,novote,novote,1,novote,novote,novote,novote,2,novote,novote,novote,2,1,1,0,0,9
15302,U20-020,2022AR20A,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
15309,U20-020,2022AR20A,Valide,2,2,3,2,2,3,1,1,1,3,2,11,3,5,3,0,0
15340,U20-003,2022AR20A,Valide,2,novote,2,novote,novote,novote,novote,2,2,novote,2,5,0,5,0,0,6
15350,U20-020,2022AR20A,Valide,1,1,1,1,1,1,1,1,2,2,1,11,9,2,0,0,0
15370,U20-020,2022AR20A,Valide,1,novote,1,novote,novote,novote,novote,1,1,novote,1,5,5,0,0,0,6
15382,U20-020,2022AR20B,Valide,novote,1,1,novote,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,7
15387,U20-020,2022AR20A,Valide,2,1,1,2,1,1,2,2,2,1,2,11,5,6,0,0,0
15391,U20-020,2022AR20A,Valide,2,novote,novote,1,novote,novote,1,novote,novote,novote,2,4,2,2,0,0,7
15411,U20-020,2022AR20A,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,1,5,5,0,0,0,6
15438,U20-010,2022AR20A,Valide,1,1,3,3,3,3,1,2,3,1,2,11,4,2,5,0,0
15466,U20-010,2022AR20A,Valide,1,novote,3,novote,novote,1,1,novote,novote,novote,1,5,4,0,1,0,6
15487,U20-020,2022AR20A,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,7
15492,U20-010,2022AR20A,Valide,1,2,2,2,1,novote,2,1,2,3,3,10,3,5,2,0,1
15507,U20-020,2022AR20A,Valide,2,2,2,2,2,novote,2,2,2,2,2,10,0,10,0,0,1
15515,U20-020,2022AR20B,Valide,3,4,4,4,1,2,4,4,3,2,1,11,2,2,2,5,0
