ID,Urne,QR-Code,Categorie,1 - Bagagerie solidaire dans le 6e arrondissement,2 - Installation de brumisateurs urbains,3 - Ouverture d un Jardin Partage - Rue du Cherche-Midi,4 - Revelation d un petit jardin - Angle Littre-Vaugirard,5 - Des videoprojecteurs interactifs pour les ecoles du 6e,6 - Dotation aux ecoles de solution de fraicheur,7 - Les jardiniers du Jardinet,8 - Creer un espace scenique ouvert a tous publics et styles,9 - Restaurer le patrimoine cultuel et culturel du 6e arrondissement,10 - Un parc d exercice et de detente canin,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
10846,U06-001,2022AR06B,Valide,1,2,1,1,3,1,1,1,1,novote,9,7,1,1,0,1
10850,U06-001,2022AR06A,Valide,1,novote,novote,1,novote,2,novote,novote,novote,2,4,2,2,0,0,6
10855,U06-001,2022AR06A,Valide,novote,novote,novote,1,novote,novote,novote,1,1,4,4,3,0,0,1,6
10856,U06-001,2022AR06A,Valide,2,1,1,1,novote,2,novote,novote,2,1,7,4,3,0,0,3
10860,U06-001,2022AR06A,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
10861,U06-001,2022AR06B,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
10876,U06-001,2022AR06B,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
10886,U06-001,2022AR06A,Valide,1,4,novote,novote,novote,novote,novote,novote,1,4,4,2,0,0,2,6
10895,U06-001,2022AR06B,Valide,4,2,2,3,3,2,2,3,2,3,10,0,5,4,1,0
10904,U06-001,2022AR06A,Valide,novote,4,2,2,1,novote,novote,novote,novote,novote,4,1,2,0,1,6
10917,U06-001,2022AR06A,Valide,novote,2,novote,novote,novote,2,novote,2,1,novote,4,1,3,0,0,6
10927,U06-001,2022AR06B,Valide,1,novote,2,2,novote,novote,novote,novote,1,novote,4,2,2,0,0,6
10938,U06-001,2022AR06A,Valide,1,novote,3,3,novote,novote,novote,3,novote,4,5,1,0,3,1,5
10949,U06-001,2022AR06A,Valide,3,4,1,1,3,4,2,2,1,4,10,3,2,2,3,0
10951,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,novote,2,1,novote,novote,4,2,2,0,0,6
10954,U06-001,2022AR06B,Valide,2,4,novote,novote,1,1,1,novote,novote,2,6,3,2,0,1,4
10956,U06-001,2022AR06A,Valide,2,4,4,4,1,4,2,2,1,3,10,2,3,1,4,0
10960,U06-001,2022AR06B,Valide,2,4,1,4,1,novote,2,1,3,4,9,3,2,1,3,1
10962,U06-001,2022AR06B,Valide,1,1,1,1,1,novote,1,1,1,1,9,9,0,0,0,1
10966,U06-001,2022AR06A,Valide,novote,novote,2,2,1,2,novote,novote,novote,novote,4,1,3,0,0,6
10967,U06-001,2022AR06A,Valide,4,4,4,4,1,4,4,4,4,4,10,1,0,0,9,0
10981,U06-001,2022AR06A,Valide,3,1,2,1,1,2,1,3,2,1,10,5,3,2,0,0
10984,U06-001,2022AR06A,Valide,2,4,novote,novote,4,novote,1,novote,1,2,6,2,2,0,2,4
10996,U06-001,2022AR06B,Valide,2,novote,novote,1,novote,novote,novote,1,novote,2,4,2,2,0,0,6
10997,U06-001,2022AR06B,Valide,1,1,1,novote,novote,2,novote,novote,novote,novote,4,3,1,0,0,6
11010,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,1,novote,novote,1,4,4,3,0,0,1,6
11017,U06-001,2022AR06B,Valide,4,novote,3,3,4,4,2,novote,1,4,8,1,1,2,4,2
11019,U06-001,2022AR06A,Valide,novote,novote,novote,2,novote,novote,2,1,1,novote,4,2,2,0,0,6
11025,U06-001,2022AR06B,Valide,2,novote,2,novote,novote,2,novote,2,novote,novote,4,0,4,0,0,6
11026,U06-001,2022AR06A,Valide,4,3,3,3,1,1,3,2,1,4,10,3,1,4,2,0
11028,U06-001,2022AR06A,Valide,2,2,2,2,1,2,3,2,3,4,10,1,6,2,1,0
11030,U06-001,2022AR06B,Valide,2,4,3,3,4,4,2,3,2,4,10,0,3,3,4,0
11048,U06-001,2022AR06A,Valide,novote,novote,1,novote,1,novote,1,novote,novote,4,4,3,0,0,1,6
11055,U06-001,2022AR06A,Valide,novote,novote,1,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
11056,U06-001,2022AR06A,Valide,3,4,1,1,4,2,3,2,3,3,10,2,2,4,2,0
11064,U06-001,2022AR06A,Valide,novote,novote,novote,2,novote,novote,novote,2,1,4,4,1,2,0,1,6
11066,U06-001,2022AR06A,Valide,2,2,1,1,2,2,1,3,3,1,10,4,4,2,0,0
11074,U06-001,2022AR06B,Valide,4,4,1,1,novote,novote,novote,novote,novote,novote,4,2,0,0,2,6
11076,U06-001,2022AR06A,Valide,2,1,novote,novote,1,novote,novote,2,novote,novote,4,2,2,0,0,6
11087,U06-001,2022AR06B,Valide,1,novote,1,1,4,novote,1,1,1,novote,7,6,0,0,1,3
11091,U06-001,2022AR06B,Valide,1,1,1,novote,novote,1,novote,novote,novote,4,5,4,0,0,1,5
11096,U06-001,2022AR06A,Valide,3,3,3,4,3,3,2,4,4,4,10,0,1,5,4,0
11105,U06-001,2022AR06B,Valide,1,2,2,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,6
11113,U06-001,2022AR06A,Valide,2,2,1,1,4,1,2,3,2,4,10,3,4,1,2,0
11124,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,4,4,4,novote,novote,4,1,0,0,3,6
11130,U06-001,2022AR06A,Valide,novote,2,2,novote,3,3,novote,novote,1,1,6,2,2,2,0,4
11133,U06-001,2022AR06A,Valide,1,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
11141,U06-001,2022AR06A,Valide,novote,novote,2,2,1,novote,novote,2,novote,novote,4,1,3,0,0,6
11173,U06-001,2022AR06A,Valide,novote,novote,2,2,novote,novote,novote,1,1,novote,4,2,2,0,0,6
11181,U06-001,2022AR06B,Valide,novote,novote,novote,1,4,4,novote,novote,novote,4,4,1,0,0,3,6
11185,U06-001,2022AR06A,Valide,1,4,2,2,2,2,2,3,1,4,10,2,5,1,2,0
11187,U06-001,2022AR06B,Valide,novote,novote,novote,2,novote,novote,1,novote,1,4,4,2,1,0,1,6
11188,U06-001,2022AR06A,Valide,1,3,1,novote,novote,2,1,1,novote,novote,6,4,1,1,0,4
11198,U06-001,2022AR06A,Valide,2,2,1,novote,novote,novote,novote,novote,2,novote,4,1,3,0,0,6
11206,U06-001,2022AR06A,Valide,1,2,4,3,2,novote,novote,novote,1,3,7,2,2,2,1,3
11230,U06-001,2022AR06B,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
11231,U06-001,2022AR06A,Valide,3,3,2,1,2,3,1,2,1,1,10,4,3,3,0,0
11232,U06-001,2022AR06B,Valide,novote,4,4,2,1,novote,novote,novote,novote,novote,4,1,1,0,2,6
11238,U06-001,2022AR06B,Valide,1,novote,novote,novote,novote,1,2,novote,2,novote,4,2,2,0,0,6
11241,U06-001,2022AR06A,Valide,novote,4,4,novote,4,novote,novote,1,novote,novote,4,1,0,0,3,6
11257,U06-001,2022AR06B,Valide,novote,novote,novote,novote,novote,novote,2,2,1,4,4,1,2,0,1,6
11279,U06-001,2022AR06A,Valide,novote,4,novote,novote,novote,novote,3,1,1,novote,4,2,0,1,1,6
11282,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,1,novote,1,1,4,5,4,0,0,1,5
11296,U06-001,2022AR06B,Valide,novote,4,novote,novote,novote,2,1,novote,novote,3,4,1,1,1,1,6
11300,U06-001,2022AR06A,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
11301,U06-001,2022AR06A,Valide,4,novote,novote,novote,novote,novote,novote,4,1,4,4,1,0,0,3,6
11314,U06-001,2022AR06A,Valide,2,novote,3,3,novote,novote,novote,novote,1,novote,4,1,1,2,0,6
11324,U06-001,2022AR06B,Valide,3,2,1,1,1,1,2,1,1,3,10,6,2,2,0,0
11328,U06-001,2022AR06A,Valide,2,novote,novote,novote,novote,2,novote,2,novote,1,4,1,3,0,0,6
11343,U06-001,2022AR06A,Valide,2,novote,4,novote,novote,novote,novote,novote,1,4,4,1,1,0,2,6
11351,U06-001,2022AR06A,Valide,1,novote,novote,novote,2,2,novote,novote,novote,1,4,2,2,0,0,6
11358,U06-001,2022AR06A,Valide,novote,novote,2,2,novote,novote,2,novote,1,novote,4,1,3,0,0,6
11367,U06-001,2022AR06A,Valide,novote,4,1,novote,novote,1,novote,novote,novote,4,4,2,0,0,2,6
11369,U06-001,2022AR06B,Valide,3,2,1,1,novote,novote,1,1,3,4,8,4,1,2,1,2
11380,U06-001,2022AR06A,Valide,4,4,novote,novote,novote,novote,novote,novote,1,4,4,1,0,0,3,6
11381,U06-001,2022AR06B,Valide,2,novote,1,novote,4,novote,novote,novote,4,novote,4,1,1,0,2,6
11386,U06-001,2022AR06B,Valide,2,3,1,novote,1,novote,novote,novote,novote,novote,4,2,1,1,0,6
11394,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
11402,U06-001,2022AR06A,Valide,novote,1,novote,novote,1,1,novote,1,1,novote,5,5,0,0,0,5
11403,U06-001,2022AR06A,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,4,4,0,0,0,6
11413,U06-001,2022AR06B,Valide,2,novote,novote,1,novote,novote,2,novote,1,4,5,2,2,0,1,5
11415,U06-001,2022AR06A,Valide,novote,2,novote,novote,1,2,1,novote,novote,novote,4,2,2,0,0,6
11423,U06-001,2022AR06A,Valide,4,4,2,novote,1,1,novote,novote,novote,2,6,2,2,0,2,4
11428,U06-001,2022AR06A,Valide,2,3,3,3,1,1,1,3,2,4,10,3,2,4,1,0
11438,U06-001,2022AR06B,Valide,1,1,novote,novote,novote,1,novote,novote,1,4,5,4,0,0,1,5
11440,U06-001,2022AR06A,Valide,2,2,4,4,1,2,novote,1,3,2,9,2,4,1,2,1
11457,U06-001,2022AR06A,Valide,1,3,2,novote,novote,novote,novote,novote,1,novote,4,2,1,1,0,6
11458,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,1,novote,4,4,novote,4,2,0,0,2,6
11463,U06-001,2022AR06A,Valide,4,novote,1,novote,novote,novote,novote,novote,1,4,4,2,0,0,2,6
11465,U06-001,2022AR06A,Valide,3,3,novote,novote,novote,novote,novote,novote,1,4,4,1,0,2,1,6
11491,U06-001,2022AR06A,Valide,novote,novote,novote,1,novote,novote,1,novote,1,1,4,4,0,0,0,6
11496,U06-001,2022AR06B,Valide,2,novote,4,2,novote,novote,novote,novote,1,novote,4,1,2,0,1,6
11499,U06-001,2022AR06A,Valide,3,novote,novote,2,novote,novote,novote,novote,1,4,4,1,1,1,1,6
11503,U06-001,2022AR06A,Valide,novote,4,1,2,2,3,3,3,2,3,9,1,3,4,1,1
11514,U06-001,2022AR06B,Valide,3,novote,2,novote,2,1,novote,2,novote,2,6,1,4,1,0,4
11520,U06-001,2022AR06A,Valide,novote,novote,2,2,1,1,novote,novote,2,4,6,2,3,0,1,4
11521,U06-001,2022AR06A,Nul,2,1,1,1,2 4,4,1,2,2,2 4,8,4,3,0,1,0
11528,U06-001,2022AR06A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
11539,U06-001,2022AR06A,Valide,4,4,2,1,4,4,3,2,2,4,10,1,3,1,5,0
11554,U06-001,2022AR06A,Valide,1,4,novote,novote,1,novote,novote,novote,1,novote,4,3,0,0,1,6
11569,U06-001,2022AR06B,Valide,1,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,6
11573,U06-001,2022AR06B,Valide,4,3,1,1,4,2,1,3,2,4,10,3,2,2,3,0
11577,U06-001,2022AR06A,Valide,4,4,1,1,4,4,1,2,2,4,10,3,2,0,5,0
11584,U06-001,2022AR06B,Valide,novote,1,novote,2,2,novote,novote,1,1,3,6,3,2,1,0,4
11599,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,4,4,0,0,0,6
11601,U06-001,2022AR06A,Valide,novote,2,2,novote,1,novote,novote,novote,novote,4,4,1,2,0,1,6
11602,U06-001,2022AR06A,Valide,1,3,novote,novote,novote,novote,2,novote,novote,1,4,2,1,1,0,6
11623,U06-001,2022AR06A,Valide,2,4,novote,novote,3,novote,novote,novote,1,novote,4,1,1,1,1,6
11627,U06-001,2022AR06B,Valide,1,3,1,1,4,3,3,2,1,4,10,4,1,3,2,0
11648,U06-001,2022AR06A,Valide,3,4,4,2,1,4,3,2,novote,4,9,1,2,2,4,1
11650,U06-001,2022AR06A,Valide,novote,3,novote,novote,1,2,novote,1,novote,novote,4,2,1,1,0,6
11653,U06-001,2022AR06B,Valide,3,4,novote,2,novote,novote,novote,2,novote,novote,4,0,2,1,1,6
11660,U06-001,2022AR06A,Valide,2,novote,2,novote,novote,novote,novote,2,1,4,5,1,3,0,1,5
11663,U06-001,2022AR06A,Valide,novote,3,novote,novote,1,2,novote,novote,novote,4,4,1,1,1,1,6
11681,U06-001,2022AR06A,Valide,novote,1,1,1,1,1,1,2,2,2,9,6,3,0,0,1
11699,U06-001,2022AR06A,Valide,4,4,3,3,4,4,4,4,1,4,10,1,0,2,7,0
11700,U06-001,2022AR06B,Valide,novote,novote,2,novote,1,novote,novote,novote,1,2,4,2,2,0,0,6
11704,U06-001,2022AR06A,Valide,2,1,3,3,1,2,3,1,3,4,10,3,2,4,1,0
11706,U06-001,2022AR06B,Valide,2,novote,novote,2,novote,novote,novote,novote,2,4,4,0,3,0,1,6
11716,U06-001,2022AR06B,Valide,novote,2,2,3,novote,novote,novote,novote,novote,4,4,0,2,1,1,6
11718,U06-001,2022AR06A,Valide,novote,1,1,2,3,2,2,2,4,3,9,2,4,2,1,1
11724,U06-001,2022AR06A,Valide,novote,2,3,novote,1,3,novote,novote,novote,novote,4,1,1,2,0,6
11729,U06-001,2022AR06A,Valide,2,4,1,3,1,4,4,3,novote,2,9,2,2,2,3,1
11764,U06-001,2022AR06B,Valide,novote,2,novote,1,novote,novote,1,novote,2,novote,4,2,2,0,0,6
11768,U06-001,2022AR06B,Valide,novote,novote,novote,1,novote,novote,1,novote,1,4,4,3,0,0,1,6
11778,U06-001,2022AR06B,Valide,1,2,1,2,2,1,2,1,1,3,10,5,4,1,0,0
11793,U06-001,2022AR06B,Valide,novote,2,novote,novote,1,novote,novote,novote,1,1,4,3,1,0,0,6
11802,U06-001,2022AR06A,Valide,3,4,2,2,4,2,1,3,1,4,10,2,3,2,3,0
11805,U06-001,2022AR06B,Valide,2,novote,1,novote,novote,2,1,novote,novote,novote,4,2,2,0,0,6
11818,U06-001,2022AR06A,Valide,2,4,1,1,4,2,3,4,1,1,10,4,2,1,3,0
11852,U06-001,2022AR06A,Valide,1,4,1,1,2,3,1,3,3,1,10,5,1,3,1,0
11861,U06-001,2022AR06A,Valide,novote,novote,4,novote,4,novote,novote,1,novote,2,4,1,1,0,2,6
11867,U06-001,2022AR06A,Valide,2,2,2,novote,novote,1,novote,novote,novote,novote,4,1,3,0,0,6
11868,U06-001,2022AR06A,Valide,novote,3,novote,novote,1,2,novote,novote,novote,4,4,1,1,1,1,6
11870,U06-001,2022AR06B,Valide,1,2,novote,novote,1,2,novote,1,2,novote,6,3,3,0,0,4
11880,U06-001,2022AR06A,Valide,novote,4,novote,novote,1,4,4,novote,novote,novote,4,1,0,0,3,6
11886,U06-001,2022AR06A,Valide,1,4,1,novote,1,novote,1,4,1,4,8,5,0,0,3,2
11888,U06-001,2022AR06A,Valide,4,4,4,2,4,4,4,2,1,4,10,1,2,0,7,0
11893,U06-001,2022AR06A,Valide,novote,4,2,novote,1,novote,novote,novote,novote,4,4,1,1,0,2,6
11899,U06-001,2022AR06A,Valide,1,1,2,novote,novote,novote,novote,novote,novote,4,4,2,1,0,1,6
11903,U06-001,2022AR06A,Valide,novote,novote,2,2,4,4,4,novote,1,4,7,1,2,0,4,3
11904,U06-001,2022AR06B,Valide,1,4,1,1,3,4,1,1,3,4,10,5,0,2,3,0
11915,U06-001,2022AR06B,Valide,1,novote,4,4,novote,novote,novote,novote,1,novote,4,2,0,0,2,6
11938,U06-001,2022AR06B,Valide,2,novote,novote,novote,novote,1,novote,novote,1,4,4,2,1,0,1,6
11939,U06-001,2022AR06A,Valide,1,novote,novote,2,4,1,novote,novote,novote,novote,4,2,1,0,1,6
11942,U06-001,2022AR06A,Valide,2,novote,novote,3,novote,2,novote,novote,1,novote,4,1,2,1,0,6
11954,U06-001,2022AR06B,Valide,novote,2,2,novote,1,2,novote,novote,novote,novote,4,1,3,0,0,6
11958,U06-001,2022AR06B,Valide,4,novote,novote,novote,novote,4,novote,1,4,4,5,1,0,0,4,5
11967,U06-001,2022AR06A,Valide,2,4,4,2,2,novote,4,novote,novote,4,7,0,3,0,4,3
11974,U06-001,2022AR06B,Valide,novote,2,2,novote,novote,3,novote,novote,2,novote,4,0,3,1,0,6
11979,U06-001,2022AR06A,Valide,4,4,3,3,4,4,2,3,4,4,10,0,1,3,6,0
11980,U06-001,2022AR06A,Valide,1,novote,2,novote,novote,novote,2,novote,2,novote,4,1,3,0,0,6
11998,U06-001,2022AR06A,Valide,1,novote,novote,2,novote,1,novote,novote,1,novote,4,3,1,0,0,6
12002,U06-001,2022AR06B,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
12008,U06-001,2022AR06B,Valide,3,1,4,4,1,1,4,1,3,4,10,4,0,2,4,0
12012,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
12021,U06-001,2022AR06B,Valide,2,4,1,1,novote,novote,2,novote,novote,3,6,2,2,1,1,4
12034,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,2,3,novote,2,novote,4,1,2,1,0,6
12043,U06-001,2022AR06A,Valide,2,4,novote,novote,1,novote,novote,novote,novote,4,4,1,1,0,2,6
12075,U06-001,2022AR06A,Valide,novote,novote,2,1,novote,novote,2,novote,1,novote,4,2,2,0,0,6
12086,U06-001,2022AR06B,Valide,novote,novote,novote,novote,1,2,novote,2,2,novote,4,1,3,0,0,6
12105,U06-001,2022AR06B,Valide,1,novote,novote,1,1,novote,novote,novote,2,novote,4,3,1,0,0,6
12110,U06-001,2022AR06A,Valide,2,3,2,1,novote,1,2,novote,novote,4,7,2,3,1,1,3
12112,U06-001,2022AR06A,Valide,1,4,1,novote,novote,novote,novote,novote,novote,4,4,2,0,0,2,6
12117,U06-001,2022AR06A,Valide,novote,4,3,3,novote,novote,2,novote,1,4,6,1,1,2,2,4
12133,U06-001,2022AR06A,Valide,3,3,3,3,1,3,3,3,4,novote,9,1,0,7,1,1
12147,U06-001,2022AR06B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
12149,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
12152,U06-001,2022AR06B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
12167,U06-001,2022AR06A,Nul,2,novote,1,novote,1,novote,novote,novote,novote,novote,3,2,1,0,0,7
12175,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
12176,U06-001,2022AR06B,Valide,2,novote,novote,1,novote,novote,1,novote,novote,2,4,2,2,0,0,6
12177,U06-001,2022AR06B,Valide,novote,4,2,novote,1,novote,novote,3,novote,novote,4,1,1,1,1,6
12201,U06-001,2022AR06A,Valide,novote,4,2,2,novote,novote,novote,novote,1,4,5,1,2,0,2,5
12203,U06-001,2022AR06B,Valide,1,novote,1,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,6
12209,U06-001,2022AR06B,Valide,1,novote,novote,2,novote,4,novote,novote,novote,4,4,1,1,0,2,6
12226,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,1,1,1,novote,novote,5,5,0,0,0,5
12228,U06-001,2022AR06A,Valide,4,novote,1,novote,novote,novote,novote,1,1,novote,4,3,0,0,1,6
12242,U06-001,2022AR06A,Valide,1,1,1,1,1,1,2,1,1,3,10,8,1,1,0,0
12247,U06-001,2022AR06A,Valide,novote,2,novote,novote,1,1,novote,3,novote,novote,4,2,1,1,0,6
12254,U06-001,2022AR06A,Valide,novote,novote,novote,novote,novote,novote,2,1,3,4,4,1,1,1,1,6
12260,U06-001,2022AR06B,Valide,1,1,4,2,2,1,1,1,1,3,10,6,2,1,1,0
12269,U06-001,2022AR06A,Valide,2,novote,1,2,1,novote,2,novote,4,4,7,2,3,0,2,3
12272,U06-001,2022AR06A,Valide,novote,novote,2,novote,2,novote,novote,1,1,novote,4,2,2,0,0,6
12276,U06-001,2022AR06A,Valide,novote,novote,novote,novote,2,2,novote,1,1,novote,4,2,2,0,0,6
12281,U06-001,2022AR06A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,4,4,3,0,0,1,6
12284,U06-001,2022AR06A,Valide,2,1,2,2,1,2,3,3,4,2,10,2,5,2,1,0
12303,U06-001,2022AR06A,Valide,novote,4,1,2,novote,novote,novote,1,novote,novote,4,2,1,0,1,6
12306,U06-001,2022AR06B,Valide,novote,4,1,1,novote,novote,novote,novote,novote,4,4,2,0,0,2,6
12314,U06-001,2022AR06A,Valide,1,3,1,1,2,1,1,1,2,1,10,7,2,1,0,0
12338,U06-001,2022AR06A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
12347,U06-001,2022AR06A,Valide,novote,novote,novote,3,novote,novote,2,novote,1,4,4,1,1,1,1,6
12394,U06-001,2022AR06A,Valide,3,novote,3,1,2,2,novote,4,1,4,8,2,2,2,2,2
12402,U06-001,2022AR06B,Valide,1,novote,novote,novote,novote,novote,2,3,novote,4,4,1,1,1,1,6
12409,U06-001,2022AR06B,Valide,1,1,1,1,1,1,1,novote,1,1,9,9,0,0,0,1
12425,U06-001,2022AR06B,Valide,1,novote,1,1,1,1,1,1,1,1,9,9,0,0,0,1
12429,U06-001,2022AR06A,Valide,novote,4,novote,novote,4,novote,novote,1,novote,2,4,1,1,0,2,6
12437,U06-001,2022AR06B,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
12464,U06-001,2022AR06B,Valide,1,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
12469,U06-001,2022AR06B,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,6
12479,U06-001,2022AR06B,Valide,3,4,3,3,4,4,3,novote,novote,4,8,0,0,4,4,2
12487,U06-001,2022AR06A,Valide,1,4,4,4,4,2,2,3,4,4,10,1,2,1,6,0
12509,U06-001,2022AR06A,Valide,novote,novote,novote,1,1,2,novote,novote,1,novote,4,3,1,0,0,6
12522,U06-001,2022AR06A,Valide,3,4,1,2,3,3,2,3,3,4,10,1,2,5,2,0
12530,U06-001,2022AR06A,Valide,1,2,1,1,2,2,2,2,1,2,10,4,6,0,0,0
12533,U06-001,2022AR06A,Valide,4,novote,1,2,4,4,novote,2,1,novote,7,2,2,0,3,3
12550,U06-001,2022AR06A,Nul,2,4,1 2,1,2,3,1,1,novote,2,8,3,3,1,1,1
12584,U06-001,2022AR06A,Valide,4,4,4,4,4,4,3,3,3,4,10,0,0,3,7,0
12585,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,1,novote,2,novote,novote,4,2,2,0,0,6
12587,U06-001,2022AR06A,Valide,4,4,1,1,2,2,2,2,2,2,10,2,6,0,2,0
12604,U06-001,2022AR06A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
12614,U06-001,2022AR06A,Valide,1,novote,2,novote,novote,novote,2,novote,1,novote,4,2,2,0,0,6
12619,U06-001,2022AR06B,Valide,2,novote,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
12623,U06-001,2022AR06B,Valide,1,2,2,1,novote,novote,2,novote,novote,novote,5,2,3,0,0,5
12629,U06-001,2022AR06A,Valide,2,novote,novote,novote,novote,novote,2,1,novote,2,4,1,3,0,0,6
12637,U06-001,2022AR06A,Valide,4,4,1,1,1,4,1,4,1,4,10,5,0,0,5,0
12644,U06-001,2022AR06A,Valide,novote,1,1,1,novote,1,2,novote,3,3,7,4,1,2,0,3
12663,U06-001,2022AR06A,Valide,2,novote,novote,novote,1,2,novote,2,novote,novote,4,1,3,0,0,6
12665,U06-001,2022AR06B,Valide,2,2,2,1,1,1,2,3,2,4,10,3,5,1,1,0
12666,U06-001,2022AR06A,Valide,1,novote,3,novote,novote,novote,2,novote,2,novote,4,1,2,1,0,6
12670,U06-001,2022AR06A,Valide,3,4,3,3,novote,novote,novote,novote,novote,novote,4,0,0,3,1,6
12689,U06-001,2022AR06A,Valide,novote,novote,novote,1,2,2,novote,novote,1,novote,4,2,2,0,0,6
12693,U06-001,2022AR06A,Valide,2,3,1,2,2,2,2,1,2,2,10,2,7,1,0,0
12695,U06-001,2022AR06A,Valide,novote,novote,novote,novote,1,4,4,3,novote,novote,4,1,0,1,2,6
12705,U06-001,2022AR06B,Valide,2,novote,4,novote,novote,novote,novote,novote,2,2,4,0,3,0,1,6
12712,U06-001,2022AR06A,Valide,3,4,novote,3,4,novote,novote,4,1,4,7,1,0,2,4,3
12729,U06-001,2022AR06B,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,6
12733,U06-001,2022AR06A,Valide,4,4,1,1,4,4,2,4,2,4,10,2,2,0,6,0
12738,U06-001,2022AR06B,Valide,2,3,2,2,1,1,1,1,3,4,10,4,3,2,1,0
12750,U06-001,2022AR06A,Valide,novote,2,3,novote,novote,novote,novote,1,novote,4,4,1,1,1,1,6
12765,U06-001,2022AR06A,Valide,novote,novote,2,novote,1,1,novote,novote,3,novote,4,2,1,1,0,6
12772,U06-001,2022AR06B,Valide,1,4,4,novote,1,novote,1,novote,1,4,7,4,0,0,3,3
12774,U06-001,2022AR06A,Valide,novote,novote,1,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
12800,U06-001,2022AR06A,Valide,2,novote,1,1,novote,2,novote,novote,novote,novote,4,2,2,0,0,6
12808,U06-001,2022AR06A,Valide,novote,novote,2,2,1,novote,novote,novote,3,novote,4,1,2,1,0,6
12817,U06-001,2022AR06B,Valide,novote,novote,novote,2,2,novote,novote,1,1,novote,4,2,2,0,0,6
12821,U06-001,2022AR06A,Valide,3,3,novote,2,novote,novote,2,novote,1,4,6,1,2,2,1,4
12828,U06-001,2022AR06A,Valide,2,novote,1,novote,1,novote,novote,2,novote,novote,4,2,2,0,0,6
12835,U06-001,2022AR06A,Valide,2,novote,2,novote,1,1,2,novote,novote,4,6,2,3,0,1,4
12836,U06-001,2022AR06A,Valide,novote,novote,novote,2,1,2,2,novote,novote,novote,4,1,3,0,0,6
12839,U06-001,2022AR06A,Valide,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
12840,U06-001,2022AR06A,Valide,4,4,2,3,2,4,2,2,1,3,10,1,4,2,3,0
12845,U06-001,2022AR06A,Valide,novote,novote,1,2,novote,novote,2,2,novote,novote,4,1,3,0,0,6
12847,U06-001,2022AR06A,Valide,novote,novote,novote,2,novote,4,novote,novote,1,4,4,1,1,0,2,6
12886,U06-001,2022AR06A,Valide,4,4,novote,4,novote,novote,novote,novote,1,novote,4,1,0,0,3,6
12888,U06-001,2022AR06A,Valide,4,4,2,2,4,4,4,4,1,4,10,1,2,0,7,0
47237,U75-004,2022AR06A,Valide,3,4,1,2,2,novote,2,2,1,3,9,2,4,2,1,1
